transaction_id,customer_id,store_id,date,time,drink_type,food_item,drink_price,food_price,payment_method,order_method,total_amount
1251,365,5,2024-07-31 6:16,6:16:19,Cold Brew,Sandwich,5.72,2.35,Mobile,In-Store,8.07
1252,51,5,2024-12-28 20:06,20:06:33,Cappuccino,Croissant,3.59,2.22,Card,Mobile App,5.81
1253,245,4,2024-10-19 4:57,4:57:38,Espresso,None,5.12,4.00,Mobile,In-Store,9.13
1254,403,1,2024-09-24 6:33,6:33:05,Hot Chocolate,Bagel,3.66,1.28,Cash,In-Store,4.94
1255,426,1,2024-03-31 17:02,17:02:45,Americano,Protein Box,5.60,2.73,Mobile,Mobile App,8.33
1256,35,5,2024-11-11 10:55,10:55:14,Hot Chocolate,Oatmeal,3.67,2.59,Mobile,In-Store,6.26
1257,302,2,2024-03-09 19:59,19:59:04,Latte,Cake Pop,6.24,4.70,Mobile,In-Store,10.93
1258,410,4,2024-03-01 6:22,6:22:41,Tea,None,5.61,0.53,Mobile,Mobile App,6.14
1259,499,4,2024-11-06 20:23,20:23:29,Espresso,Cookie,5.02,6.64,Mobile,In-Store,11.66
1260,69,5,2024-10-14 19:11,19:11:33,Tea,Sandwich,4.82,4.50,Mobile,Mobile App,9.32
1261,349,5,2024-06-26 14:26,14:26:21,Frappuccino,Croissant,3.89,5.37,Card,In-Store,9.26
1262,320,2,2024-05-13 9:03,9:03:25,Cappuccino,None,4.37,5.62,Card,In-Store,10.00
1263,421,2,2024-08-25 17:29,17:29:16,Mocha,Sandwich,6.11,2.33,Mobile,In-Store,8.44
1264,468,1,2024-10-18 6:25,6:25:52,Tea,Protein Box,6.21,3.76,Card,In-Store,9.98
1265,49,4,2024-10-22 6:55,6:55:55,Americano,Croissant,3.50,7.65,Mobile,In-Store,11.15
1266,405,4,2024-11-05 13:07,13:07:22,Frappuccino,Protein Box,5.28,6.13,Mobile,Mobile App,11.42
1267,74,5,2024-04-05 15:17,15:17:36,Espresso,None,5.66,7.76,Card,In-Store,13.41
1268,192,1,2024-06-28 18:14,18:14:52,Frappuccino,Cookie,5.36,5.97,Card,In-Store,11.33
1269,261,4,2024-07-20 23:28,23:28:51,Americano,Oatmeal,3.75,1.40,Mobile,In-Store,5.15
1270,356,1,2024-12-26 13:54,13:54:28,Mocha,Bagel,4.15,0.52,Mobile,In-Store,4.67
1271,70,1,2024-07-24 12:28,12:28:15,Mocha,Cookie,4.25,4.62,Mobile,In-Store,8.87
1272,90,5,2024-07-01 4:27,4:27:40,Cappuccino,None,6.00,2.86,Mobile,In-Store,8.86
1273,260,1,2024-06-16 16:52,16:52:55,Tea,Cake Pop,4.89,2.20,Mobile,Mobile App,7.09
1274,126,2,2024-05-08 21:50,21:50:55,Tea,Oatmeal,4.96,6.46,Cash,In-Store,11.42
1275,231,2,2024-08-02 21:39,21:39:57,Mocha,None,6.30,2.94,Card,In-Store,9.24
1276,295,3,2024-04-30 20:55,20:55:56,Hot Chocolate,Croissant,5.41,2.54,Card,Mobile App,7.95
1277,498,5,2024-09-29 18:24,18:24:09,Hot Chocolate,Cake Pop,6.20,6.80,Mobile,In-Store,13.00
1278,419,3,2024-07-01 11:59,11:59:56,Mocha,Croissant,4.87,6.77,Card,In-Store,11.64
1279,129,2,2024-06-09 1:50,1:50:56,Hot Chocolate,Sandwich,3.95,2.85,Mobile,In-Store,6.80
1280,280,3,2024-11-27 21:31,21:31:17,Latte,Oatmeal,6.29,6.66,Mobile,In-Store,12.95
1281,313,5,2025-02-10 8:24,8:24:48,Cold Brew,Croissant,4.88,6.81,Mobile,In-Store,11.68
1282,100,5,2024-11-02 0:04,0:04:54,Hot Chocolate,Croissant,4.04,3.39,Card,In-Store,7.44
1283,326,1,2024-04-30 5:42,5:42:49,Cappuccino,Sandwich,4.41,0.53,Cash,In-Store,4.94
1284,297,4,2024-11-12 0:52,0:52:18,Cappuccino,Oatmeal,3.65,0.01,Mobile,Mobile App,3.67
1285,182,1,2024-09-29 8:47,8:47:25,Espresso,Bagel,4.90,4.19,Mobile,In-Store,9.09
1286,174,5,2024-08-10 17:10,17:10:37,Cold Brew,Sandwich,6.06,2.75,Mobile,In-Store,8.81
1287,316,2,2024-07-19 2:50,2:50:00,Americano,Sandwich,6.30,7.98,Card,In-Store,14.28
1288,364,2,2024-11-19 8:02,8:02:32,Latte,Oatmeal,6.30,6.18,Mobile,In-Store,12.48
1289,188,1,2024-06-05 5:33,5:33:43,Mocha,Sandwich,3.88,6.09,Mobile,Mobile App,9.97
1290,57,5,2024-04-10 9:43,9:43:56,Cold Brew,Muffin,4.65,7.64,Card,Mobile App,12.29
1291,31,2,2024-10-07 4:49,4:49:20,Mocha,Oatmeal,3.58,7.10,Mobile,In-Store,10.69
1292,84,5,2024-12-01 14:10,14:10:28,Cappuccino,Oatmeal,6.07,2.55,Mobile,In-Store,8.61
1293,152,2,2025-01-14 23:47,23:47:13,Latte,Bagel,4.58,1.33,Mobile,In-Store,5.90
1294,473,5,2024-06-17 12:35,12:35:16,Cappuccino,Croissant,5.39,5.97,Card,In-Store,11.36
1295,36,3,2024-11-08 7:40,7:40:20,Frappuccino,Cookie,5.64,3.03,Mobile,Mobile App,8.67
1296,213,5,2024-12-21 16:01,16:01:24,Espresso,Protein Box,4.79,3.79,Cash,Mobile App,8.57
1297,414,5,2024-10-15 10:58,10:58:30,Hot Chocolate,Bagel,4.42,5.04,Card,In-Store,9.46
1298,408,1,2024-07-18 10:09,10:09:45,Hot Chocolate,Croissant,6.39,7.26,Mobile,Mobile App,13.65
1299,364,3,2024-06-07 14:25,14:25:42,Hot Chocolate,Muffin,6.39,3.35,Mobile,In-Store,9.75
1300,106,4,2024-07-19 21:00,21:00:27,Espresso,Muffin,4.37,6.27,Mobile,Mobile App,10.63
1301,414,1,2024-07-16 15:03,15:03:48,Tea,Oatmeal,4.94,2.15,Mobile,In-Store,7.09
1302,342,4,2024-08-05 18:23,18:23:41,Cold Brew,Bagel,6.42,5.58,Cash,Mobile App,12.00
1303,220,2,2024-11-13 9:57,9:57:24,Mocha,Oatmeal,3.51,0.01,Card,Mobile App,3.53
1304,391,4,2024-07-03 2:20,2:20:15,Tea,Cookie,4.74,6.97,Mobile,In-Store,11.71
1305,163,5,2024-12-25 8:21,8:21:29,Hot Chocolate,Muffin,3.80,0.24,Mobile,In-Store,4.04
1306,439,4,2024-03-09 4:53,4:53:36,Americano,Oatmeal,5.03,5.70,Mobile,Mobile App,10.73
1307,220,1,2024-09-17 8:37,8:37:58,Cold Brew,Protein Box,3.57,0.37,Mobile,In-Store,3.94
1308,270,1,2024-09-26 7:10,7:10:13,Latte,Cookie,4.72,2.13,Mobile,Mobile App,6.85
1309,120,4,2024-10-02 3:09,3:09:57,Tea,Cookie,4.16,3.98,Mobile,In-Store,8.14
1310,394,1,2024-08-09 22:24,22:24:35,Cappuccino,Oatmeal,5.10,3.36,Cash,Mobile App,8.46
1311,336,1,2024-11-21 7:58,7:58:13,Frappuccino,Cookie,6.49,1.53,Mobile,Mobile App,8.02
1312,400,4,2024-06-29 6:28,6:28:10,Mocha,Cookie,5.90,2.67,Mobile,In-Store,8.57
1313,182,3,2024-12-10 12:47,12:47:41,Cappuccino,Bagel,6.04,5.82,Card,Mobile App,11.86
1314,479,3,2025-02-16 7:33,7:33:05,Cappuccino,Bagel,5.41,5.35,Mobile,In-Store,10.76
1315,106,2,2024-03-16 5:16,5:16:53,Americano,Cookie,3.62,0.57,Mobile,Mobile App,4.20
1316,217,1,2024-08-29 13:15,13:15:18,Cold Brew,Sandwich,4.12,5.98,Mobile,In-Store,10.10
1317,205,4,2024-04-13 5:06,5:06:13,Frappuccino,Oatmeal,6.28,0.42,Mobile,Mobile App,6.70
1318,70,1,2024-07-28 14:09,14:09:29,Cold Brew,Sandwich,4.60,4.34,Cash,Mobile App,8.94
1319,44,5,2024-11-18 1:59,1:59:54,Tea,Bagel,3.81,2.08,Cash,Mobile App,5.89
1320,329,1,2024-03-14 16:54,16:54:46,Espresso,Oatmeal,5.61,4.70,Cash,In-Store,10.31
1321,301,1,2024-04-28 12:06,12:06:26,Hot Chocolate,Cake Pop,4.40,2.09,Card,In-Store,6.49
1322,228,3,2025-01-04 18:17,18:17:38,Tea,Cookie,4.31,7.88,Mobile,In-Store,12.19
1323,184,4,2024-10-15 10:33,10:33:52,Cold Brew,Protein Box,6.49,2.48,Cash,In-Store,8.97
1324,107,1,2025-02-18 2:45,2:45:12,Tea,Protein Box,6.07,1.94,Cash,In-Store,8.01
1325,84,3,2024-05-01 12:07,12:07:08,Cappuccino,Bagel,4.72,2.23,Mobile,In-Store,6.95
1326,338,2,2024-04-27 11:32,11:32:31,Tea,None,6.44,7.17,Mobile,Mobile App,13.61
1327,250,3,2024-10-10 2:26,2:26:54,Tea,None,5.45,5.09,Mobile,Mobile App,10.54
1328,363,3,2024-05-21 13:14,13:14:50,Cold Brew,Cake Pop,5.73,5.85,Mobile,In-Store,11.57
1329,441,3,2024-07-29 17:38,17:38:05,Cappuccino,None,3.59,7.34,Mobile,In-Store,10.94
1330,21,1,2025-02-17 15:57,15:57:49,Frappuccino,Oatmeal,3.86,7.29,Cash,Mobile App,11.16
1331,196,1,2024-08-18 17:12,17:12:54,Latte,Muffin,5.40,5.91,Cash,In-Store,11.31
1332,178,2,2024-06-29 20:53,20:53:38,Cappuccino,Cake Pop,6.20,1.58,Mobile,In-Store,7.78
1333,417,5,2025-01-05 18:24,18:24:35,Latte,None,5.37,6.75,Mobile,In-Store,12.12
1334,475,5,2024-09-19 23:44,23:44:33,Cold Brew,Cake Pop,3.90,1.63,Card,Mobile App,5.53
1335,7,5,2024-05-28 3:05,3:05:26,Cappuccino,Sandwich,3.85,5.94,Card,In-Store,9.79
1336,70,2,2024-05-11 19:37,19:37:14,Americano,Sandwich,6.03,5.48,Mobile,Mobile App,11.52
1337,127,5,2024-10-31 2:29,2:29:05,Espresso,Cookie,3.92,6.07,Card,Mobile App,9.99
1338,399,5,2025-01-07 20:30,20:30:56,Hot Chocolate,None,5.06,4.26,Card,In-Store,9.32
1339,466,3,2024-08-06 7:48,7:48:35,Americano,Cake Pop,3.61,5.11,Cash,Mobile App,8.72
1340,160,1,2024-03-23 10:47,10:47:26,Hot Chocolate,Oatmeal,3.74,7.63,Mobile,Mobile App,11.37
1341,248,1,2024-03-02 17:31,17:31:43,Americano,Oatmeal,5.52,0.81,Mobile,Mobile App,6.33
1342,203,3,2025-01-24 18:09,18:09:58,Cold Brew,Oatmeal,5.57,2.47,Cash,In-Store,8.04
1343,148,3,2024-05-06 3:48,3:48:37,Hot Chocolate,Muffin,4.52,4.89,Mobile,Mobile App,9.42
1344,472,3,2024-11-20 11:52,11:52:21,Mocha,Croissant,4.15,7.71,Card,Mobile App,11.86
1345,143,1,2024-03-17 7:10,7:10:09,Tea,None,5.94,0.76,Mobile,In-Store,6.71
1346,432,5,2024-11-14 13:32,13:32:47,Espresso,Protein Box,4.15,0.18,Mobile,In-Store,4.33
1347,199,3,2024-05-09 19:05,19:05:36,Mocha,Cookie,5.13,0.45,Mobile,In-Store,5.57
1348,405,2,2024-08-28 17:43,17:43:31,Americano,Muffin,6.40,0.42,Mobile,Mobile App,6.82
1349,426,3,2024-09-26 19:31,19:31:39,Americano,Muffin,3.94,7.26,Cash,Mobile App,11.21
1350,154,4,2024-04-09 18:46,18:46:07,Mocha,Cake Pop,6.32,5.77,Mobile,In-Store,12.09
1351,492,3,2025-02-14 12:44,12:44:35,Mocha,Cookie,4.05,5.42,Card,Mobile App,9.47
1352,376,1,2025-01-06 17:32,17:32:51,Latte,Sandwich,5.20,4.18,Card,In-Store,9.38
1353,384,3,2024-09-29 13:08,13:08:04,Espresso,Sandwich,4.63,6.26,Mobile,In-Store,10.89
1354,142,4,2025-02-12 10:58,10:58:42,Tea,Cake Pop,6.39,1.25,Card,Mobile App,7.64
1355,313,2,2025-02-15 18:28,18:28:13,Mocha,Cake Pop,4.32,3.14,Mobile,In-Store,7.46
1356,165,5,2024-05-28 5:58,5:58:43,Mocha,Croissant,4.70,3.92,Card,Mobile App,8.62
1357,314,3,2025-01-14 0:00,0:00:15,Latte,Bagel,6.45,0.88,Mobile,In-Store,7.33
1358,21,4,2024-06-15 17:06,17:06:59,Espresso,Sandwich,5.11,3.36,Mobile,In-Store,8.47
1359,82,4,2024-11-01 17:20,17:20:04,Espresso,Croissant,5.01,2.53,Mobile,In-Store,7.54
1360,69,2,2025-01-25 4:53,4:53:50,Frappuccino,Cookie,4.27,0.28,Card,Mobile App,4.56
1361,131,1,2024-12-20 4:47,4:47:08,Cappuccino,Protein Box,5.60,1.09,Cash,Mobile App,6.70
1362,87,3,2024-12-28 0:29,0:29:58,Cappuccino,Muffin,3.54,6.11,Mobile,Mobile App,9.66
1363,218,4,2024-07-25 8:11,8:11:42,Hot Chocolate,Protein Box,3.65,0.14,Mobile,Mobile App,3.79
1364,421,2,2024-07-16 13:50,13:50:22,Americano,Croissant,5.30,7.47,Mobile,In-Store,12.77
1365,472,5,2024-04-13 15:13,15:13:16,Cold Brew,Cake Pop,4.53,0.69,Card,In-Store,5.22
1366,305,4,2024-03-01 17:06,17:06:57,Cold Brew,None,6.36,6.39,Mobile,In-Store,12.75
1367,403,2,2024-11-10 1:36,1:36:57,Espresso,Bagel,6.21,7.19,Card,In-Store,13.40
1368,371,1,2024-10-29 21:16,21:16:10,Tea,Croissant,5.64,7.53,Mobile,In-Store,13.17
1369,345,1,2024-10-10 19:07,19:07:52,Cappuccino,None,5.95,6.94,Mobile,In-Store,12.89
1370,341,4,2025-02-20 15:46,15:46:02,Frappuccino,Cookie,5.50,2.30,Card,Mobile App,7.80
1371,384,4,2024-07-21 13:40,13:40:02,Tea,Cookie,3.88,2.66,Card,In-Store,6.54
1372,396,3,2024-07-31 5:54,5:54:00,Hot Chocolate,Bagel,5.80,3.41,Card,In-Store,9.21
1373,445,2,2024-07-28 16:59,16:59:28,Cold Brew,Bagel,4.13,1.11,Mobile,In-Store,5.24
1374,425,4,2024-04-05 12:14,12:14:05,Mocha,Croissant,4.47,0.18,Card,In-Store,4.65
1375,161,3,2024-04-23 4:35,4:35:11,Mocha,Sandwich,5.96,6.95,Mobile,In-Store,12.91
1376,178,3,2024-12-17 23:08,23:08:07,Cappuccino,None,5.11,4.43,Cash,Mobile App,9.54
1377,117,4,2024-03-30 22:07,22:07:18,Cold Brew,Bagel,6.08,4.87,Mobile,In-Store,10.95
1378,196,1,2024-12-05 10:46,10:46:28,Cold Brew,None,4.14,7.42,Mobile,Mobile App,11.56
1379,383,2,2024-12-06 6:09,6:09:38,Tea,Cake Pop,5.32,5.32,Mobile,In-Store,10.64
1380,490,2,2024-08-21 7:16,7:16:21,Americano,Oatmeal,3.75,5.53,Mobile,In-Store,9.28
1381,327,1,2024-05-28 19:56,19:56:03,Frappuccino,None,5.43,6.30,Mobile,In-Store,11.72
1382,86,4,2025-01-23 0:39,0:39:10,Cappuccino,Cookie,5.79,0.93,Card,In-Store,6.72
1383,289,2,2025-01-15 23:27,23:27:57,Americano,Oatmeal,5.25,2.88,Card,In-Store,8.14
1384,81,4,2024-11-11 19:53,19:53:46,Cold Brew,Muffin,4.30,7.75,Cash,Mobile App,12.04
1385,152,4,2024-10-17 9:32,9:32:59,Cappuccino,Cookie,3.59,7.38,Mobile,Mobile App,10.98
1386,61,3,2024-08-07 14:28,14:28:10,Espresso,Oatmeal,3.86,7.07,Mobile,In-Store,10.93
1387,61,1,2024-04-27 17:24,17:24:45,Frappuccino,Sandwich,5.37,3.62,Card,Mobile App,8.98
1388,354,4,2024-12-01 15:03,15:03:23,Cappuccino,Muffin,6.30,6.86,Mobile,Mobile App,13.16
1389,28,5,2024-03-19 13:30,13:30:29,Americano,None,4.12,0.39,Mobile,Mobile App,4.51
1390,442,1,2024-07-01 18:53,18:53:50,Cold Brew,Bagel,5.71,1.19,Card,In-Store,6.89
1391,43,2,2024-12-23 5:41,5:41:22,Americano,Protein Box,6.10,3.31,Mobile,Mobile App,9.41
1392,169,3,2024-04-05 9:45,9:45:20,Hot Chocolate,Oatmeal,5.06,3.87,Mobile,In-Store,8.93
1393,423,2,2025-01-22 13:41,13:41:26,Mocha,Croissant,5.51,2.11,Card,In-Store,7.62
1394,86,2,2025-01-30 0:37,0:37:27,Mocha,Sandwich,5.95,2.85,Mobile,In-Store,8.80
1395,177,1,2024-09-27 4:23,4:23:00,Americano,Bagel,4.28,1.30,Card,Mobile App,5.58
1396,17,2,2025-02-06 16:04,16:04:23,Mocha,Cake Pop,4.39,3.91,Mobile,In-Store,8.30
1397,98,4,2024-10-31 17:00,17:00:39,Mocha,Bagel,3.50,6.35,Card,In-Store,9.85
1398,454,2,2024-11-26 3:46,3:46:54,Americano,Muffin,6.39,5.29,Mobile,In-Store,11.68
1399,494,3,2024-05-10 12:49,12:49:58,Tea,Muffin,6.25,0.86,Card,In-Store,7.11
1400,198,3,2024-05-02 4:31,4:31:02,Hot Chocolate,Cookie,5.79,3.90,Mobile,In-Store,9.69
1401,98,5,2024-11-05 13:18,13:18:47,Americano,Croissant,3.74,5.58,Card,Mobile App,9.32
1402,65,3,2024-10-09 3:47,3:47:14,Hot Chocolate,Protein Box,4.84,4.24,Mobile,In-Store,9.08
1403,330,2,2024-12-27 6:32,6:32:19,Americano,None,3.81,3.13,Mobile,Mobile App,6.94
1404,341,3,2024-04-26 23:10,23:10:16,Tea,Oatmeal,3.55,4.98,Card,Mobile App,8.52
1405,5,1,2024-05-29 17:45,17:45:03,Frappuccino,Bagel,5.35,7.75,Mobile,In-Store,13.10
1406,2,3,2024-12-03 13:39,13:39:51,Americano,Cake Pop,6.38,0.76,Mobile,In-Store,7.14
1407,22,4,2024-10-15 4:41,4:41:45,Americano,Croissant,6.21,3.12,Mobile,Mobile App,9.33
1408,112,1,2024-11-27 9:21,9:21:25,Cold Brew,Bagel,5.59,3.25,Mobile,In-Store,8.84
1409,57,5,2025-02-08 20:56,20:56:22,Tea,Oatmeal,3.79,4.62,Mobile,In-Store,8.41
1410,66,4,2024-03-18 14:22,14:22:16,Latte,Bagel,4.32,1.22,Mobile,Mobile App,5.54
1411,330,2,2024-11-11 18:24,18:24:42,Cold Brew,Muffin,4.46,1.41,Mobile,In-Store,5.87
1412,98,2,2025-01-28 8:57,8:57:02,Latte,Muffin,5.79,2.28,Card,Mobile App,8.07
1413,144,2,2024-11-20 15:38,15:38:05,Tea,Protein Box,5.91,7.65,Mobile,Mobile App,13.55
1414,368,4,2024-06-11 4:26,4:26:09,Americano,Oatmeal,4.66,5.87,Mobile,Mobile App,10.53
1415,435,4,2024-12-29 5:43,5:43:17,Espresso,Sandwich,4.75,5.29,Cash,Mobile App,10.05
1416,125,4,2025-01-31 9:18,9:18:29,Mocha,Protein Box,3.63,6.54,Card,Mobile App,10.17
1417,167,1,2024-03-03 4:37,4:37:37,Hot Chocolate,Bagel,4.37,1.02,Mobile,Mobile App,5.39
1418,86,1,2024-02-28 13:17,13:17:30,Hot Chocolate,Sandwich,4.85,6.87,Mobile,In-Store,11.73
1419,76,2,2024-06-20 22:09,22:09:22,Tea,Oatmeal,3.85,4.76,Cash,In-Store,8.61
1420,344,3,2024-04-01 18:32,18:32:49,Mocha,Oatmeal,4.86,2.68,Mobile,In-Store,7.54
1421,495,2,2024-12-29 3:30,3:30:15,Tea,Sandwich,6.06,6.53,Mobile,In-Store,12.59
1422,424,5,2024-06-07 0:37,0:37:28,Mocha,Sandwich,5.24,6.42,Mobile,Mobile App,11.66
1423,294,1,2024-07-01 1:58,1:58:14,Tea,Croissant,3.74,6.77,Card,In-Store,10.50
1424,444,4,2024-09-05 23:25,23:25:49,Tea,Cake Pop,4.08,0.92,Mobile,In-Store,5.00
1425,59,1,2024-10-02 8:40,8:40:28,Americano,Bagel,4.92,7.75,Card,Mobile App,12.68
1426,138,4,2025-02-12 1:33,1:33:07,Cappuccino,Cookie,4.58,7.68,Card,Mobile App,12.26
1427,99,5,2024-04-20 17:33,17:33:25,Latte,Croissant,4.58,2.86,Mobile,In-Store,7.44
1428,192,5,2024-04-21 16:01,16:01:35,Espresso,Croissant,5.09,0.53,Card,In-Store,5.61
1429,243,1,2024-07-05 10:27,10:27:37,Frappuccino,Bagel,5.25,1.34,Mobile,In-Store,6.59
1430,319,4,2024-04-02 23:47,23:47:57,Latte,Bagel,5.89,7.94,Mobile,Mobile App,13.83
1431,49,5,2024-07-23 1:09,1:09:25,Frappuccino,Cookie,4.52,4.50,Mobile,Mobile App,9.03
1432,448,2,2024-03-22 22:26,22:26:48,Espresso,Cookie,5.92,2.85,Mobile,In-Store,8.77
1433,32,2,2025-01-12 20:24,20:24:02,Hot Chocolate,Sandwich,4.52,2.31,Mobile,In-Store,6.82
1434,391,4,2024-03-08 11:44,11:44:52,Frappuccino,Cookie,3.67,2.06,Mobile,Mobile App,5.72
1435,277,1,2024-06-21 2:31,2:31:34,Americano,Cookie,5.16,5.31,Mobile,Mobile App,10.48
1436,20,5,2024-04-24 20:53,20:53:30,Tea,None,5.26,3.36,Mobile,In-Store,8.62
1437,154,1,2024-08-27 20:42,20:42:59,Tea,Cake Pop,6.30,7.72,Mobile,In-Store,14.03
1438,383,2,2024-07-05 23:53,23:53:38,Hot Chocolate,Muffin,5.68,5.47,Card,Mobile App,11.15
1439,68,5,2024-03-06 5:56,5:56:16,Hot Chocolate,Cookie,6.25,6.34,Mobile,In-Store,12.59
1440,366,1,2024-03-14 14:23,14:23:40,Cappuccino,Protein Box,6.23,2.34,Card,In-Store,8.57
1441,372,3,2024-06-04 22:38,22:38:35,Cappuccino,Muffin,5.31,0.63,Mobile,In-Store,5.95
1442,214,4,2024-09-06 13:26,13:26:16,Frappuccino,Protein Box,5.08,3.90,Mobile,Mobile App,8.99
1443,143,4,2024-08-05 10:14,10:14:50,Hot Chocolate,None,5.17,2.52,Mobile,Mobile App,7.69
1444,376,3,2024-09-02 18:45,18:45:51,Cold Brew,Sandwich,6.43,1.62,Mobile,In-Store,8.05
1445,232,2,2024-03-13 8:47,8:47:59,Hot Chocolate,Sandwich,5.82,7.62,Mobile,Mobile App,13.44
1446,213,5,2025-02-11 17:32,17:32:50,Latte,Cookie,3.82,3.55,Mobile,In-Store,7.37
1447,79,4,2024-06-11 4:18,4:18:43,Tea,Muffin,5.84,1.40,Cash,In-Store,7.23
1448,214,3,2024-05-21 23:18,23:18:42,Hot Chocolate,Croissant,4.01,1.59,Cash,Mobile App,5.60
1449,116,3,2024-10-15 3:36,3:36:58,Espresso,Croissant,4.84,2.25,Mobile,In-Store,7.09
1450,92,2,2024-03-09 0:26,0:26:04,Mocha,None,4.13,7.99,Card,In-Store,12.13
1451,270,2,2024-11-16 7:36,7:36:51,Cappuccino,Sandwich,5.57,2.14,Mobile,In-Store,7.71
1452,411,1,2024-08-13 0:58,0:58:16,Espresso,Muffin,6.13,2.63,Mobile,Mobile App,8.76
1453,381,4,2025-02-11 13:37,13:37:23,Frappuccino,Cake Pop,4.37,5.27,Card,In-Store,9.65
1454,489,1,2024-07-28 13:54,13:54:45,Latte,None,3.75,2.35,Mobile,In-Store,6.10
1455,168,3,2024-11-17 8:00,8:00:59,Tea,Cookie,4.40,1.73,Mobile,In-Store,6.12
1456,58,5,2024-08-18 10:48,10:48:33,Frappuccino,Croissant,5.52,1.27,Mobile,In-Store,6.79
1457,284,5,2024-06-02 20:17,20:17:11,Cold Brew,Cake Pop,4.49,2.50,Mobile,In-Store,6.99
1458,26,2,2024-03-02 3:41,3:41:29,Cappuccino,Protein Box,4.33,0.85,Mobile,In-Store,5.18
1459,369,5,2024-03-01 17:22,17:22:20,Tea,Protein Box,4.05,0.15,Mobile,In-Store,4.20
1460,447,5,2024-03-20 22:53,22:53:58,Cappuccino,None,4.99,6.44,Mobile,Mobile App,11.43
1461,66,5,2024-11-11 4:37,4:37:14,Espresso,Cookie,4.33,1.10,Mobile,In-Store,5.43
1462,409,3,2024-07-26 22:36,22:36:03,Espresso,Sandwich,5.69,6.21,Card,In-Store,11.90
1463,248,5,2024-12-05 0:53,0:53:07,Cold Brew,Oatmeal,3.73,6.38,Mobile,Mobile App,10.11
1464,254,5,2024-10-31 22:12,22:12:20,Mocha,Sandwich,5.49,4.30,Card,Mobile App,9.80
1465,387,5,2024-08-04 6:54,6:54:06,Americano,Sandwich,4.21,2.48,Card,In-Store,6.69
1466,456,1,2024-08-07 4:56,4:56:02,Americano,Oatmeal,4.97,1.16,Card,In-Store,6.13
1467,44,3,2024-04-28 10:33,10:33:10,Espresso,Oatmeal,4.36,5.89,Card,In-Store,10.25
1468,97,2,2024-06-11 19:13,19:13:57,Espresso,Cake Pop,5.67,4.81,Mobile,Mobile App,10.48
1469,42,1,2024-03-26 22:30,22:30:21,Latte,Oatmeal,6.34,5.24,Mobile,Mobile App,11.58
1470,500,4,2025-02-02 14:53,14:53:31,Cold Brew,Protein Box,6.25,0.07,Mobile,Mobile App,6.32
1471,227,3,2024-05-09 4:12,4:12:44,Hot Chocolate,Muffin,5.25,7.42,Cash,In-Store,12.67
1472,262,3,2024-05-25 14:29,14:29:06,Frappuccino,None,4.89,0.53,Mobile,In-Store,5.42
1473,167,4,2024-05-22 14:20,14:20:17,Hot Chocolate,Bagel,5.95,2.93,Mobile,Mobile App,8.89
1474,436,4,2024-06-05 13:52,13:52:44,Americano,Oatmeal,5.55,3.22,Mobile,Mobile App,8.77
1475,279,4,2024-08-19 20:55,20:55:02,Cold Brew,None,4.05,0.01,Cash,In-Store,4.06
1476,89,2,2024-08-21 9:41,9:41:00,Frappuccino,Cake Pop,5.96,3.98,Mobile,In-Store,9.94
1477,379,5,2025-02-05 17:42,17:42:28,Frappuccino,Muffin,4.79,6.02,Mobile,Mobile App,10.81
1478,178,3,2024-08-30 5:24,5:24:10,Frappuccino,None,4.07,6.59,Mobile,In-Store,10.65
1479,427,5,2024-07-20 17:04,17:04:20,Hot Chocolate,Cake Pop,4.35,7.04,Cash,Mobile App,11.38
1480,403,5,2024-03-31 21:34,21:34:43,Cappuccino,Sandwich,4.30,3.90,Mobile,In-Store,8.20
1481,197,4,2024-06-12 20:41,20:41:09,Americano,Cake Pop,5.06,5.05,Mobile,In-Store,10.10
1482,307,2,2024-12-27 4:18,4:18:13,Mocha,None,4.20,0.64,Card,In-Store,4.84
1483,267,1,2024-08-05 13:01,13:01:10,Latte,Protein Box,3.87,3.90,Mobile,Mobile App,7.78
1484,268,2,2024-04-20 1:48,1:48:31,Frappuccino,None,3.87,1.24,Card,Mobile App,5.11
1485,74,5,2024-08-02 3:38,3:38:40,Americano,Croissant,5.25,2.96,Mobile,In-Store,8.21
1486,8,2,2024-10-21 2:37,2:37:11,Americano,Bagel,5.70,2.63,Mobile,Mobile App,8.34
1487,408,4,2024-02-29 19:15,19:15:50,Espresso,Cake Pop,4.46,3.39,Card,In-Store,7.85
1488,476,1,2024-09-09 15:51,15:51:40,Americano,Cookie,3.60,4.57,Cash,In-Store,8.18
1489,297,4,2024-03-13 10:29,10:29:55,Cold Brew,Croissant,3.88,7.22,Mobile,In-Store,11.10
1490,164,1,2024-05-16 12:46,12:46:59,Espresso,None,6.24,3.16,Mobile,In-Store,9.40
1491,485,5,2024-11-12 9:48,9:48:22,Mocha,Cake Pop,4.98,7.85,Card,In-Store,12.83
1492,85,1,2025-02-11 9:37,9:37:11,Tea,Bagel,4.86,6.07,Mobile,In-Store,10.93
1493,72,1,2024-11-08 8:04,8:04:09,Americano,Sandwich,3.61,4.09,Cash,Mobile App,7.71
1494,55,1,2024-11-05 11:27,11:27:46,Frappuccino,Bagel,5.69,5.15,Cash,Mobile App,10.84
1495,393,2,2024-11-28 15:51,15:51:33,Mocha,Oatmeal,5.08,0.82,Mobile,Mobile App,5.90
